n_neurons,firing_count,leak_rate,reset_potential,excitatory_fraction,k_prop,decay_alpha,oja_alpha,learning_rate,forgetting_rate,avg_weight,std_weight,avg_firing_count,std_firing_count,avg_avalanche_size,std_avalanche_size,avg_avalanche_duration,std_avalanche_duration,n_avalanches
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.035109,0.035109,0.248394,0.000015,474.287286,2.511154,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.088871,0.088871,0.252075,0.000028,481.869429,2.035635,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.073507,0.073507,0.250898,0.000028,481.773714,2.287593,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.088091,0.088091,0.252000,0.000028,481.869429,2.035635,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.010910,0.010910,0.246957,0.000005,469.323429,2.471545,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.063464,0.063464,0.250143,0.000028,479.799000,2.494285,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.084235,0.084235,0.251499,0.000027,482.045857,1.979187,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.051146,0.051146,0.249404,0.000014,478.499714,2.685517,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.090229,0.090229,0.252240,0.000026,481.964714,2.055456,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.036727,0.036727,0.248561,0.000010,474.887571,2.675831,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.022255,0.022255,0.247761,0.000010,471.772571,2.044363,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.013469,0.013469,0.247136,0.000007,470.177143,2.471447,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.099558,0.099558,0.252909,0.000022,482.737143,3.119440,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.015611,0.015611,0.247352,0.000008,470.607143,2.386858,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.074688,0.074688,0.251000,0.000027,482.116429,2.401253,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.050069,0.050069,0.249356,0.000014,477.761143,2.202097,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.099769,0.099769,0.252932,0.000022,482.737143,3.119440,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.064403,0.064403,0.250077,0.000031,479.799143,2.803610,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.026782,0.026782,0.248173,0.000015,472.714429,2.289608,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.065553,0.065553,0.250221,0.000029,480.084857,2.708336,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.008970,0.008970,0.247102,0.000004,469.557000,3.198421,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.019394,0.019394,0.247718,0.000007,471.570429,2.455759,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.008249,0.008249,0.247319,0.000005,469.656857,3.207575,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.035278,0.035278,0.248439,0.000015,474.408571,2.449125,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.079666,0.079666,0.251115,0.000025,481.522429,2.306032,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.029588,0.029588,0.248220,0.000014,472.735714,2.991490,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.068365,0.068365,0.250553,0.000030,480.322429,2.158944,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.095748,0.095748,0.253036,0.000046,481.995857,1.790326,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.009352,0.009352,0.247167,0.000006,469.699714,3.149712,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.006550,0.006550,0.247301,0.000004,469.631714,1.986690,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.013632,0.013632,0.247196,0.000006,470.236571,2.557181,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.024020,0.024020,0.247707,0.000014,471.462000,2.412050,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.056502,0.056502,0.249853,0.000016,479.409000,2.014378,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.001023,0.001023,0.246615,0.000026,468.211286,2.612019,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.062345,0.062345,0.249935,0.000027,479.467571,2.735707,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.047183,0.047183,0.249171,0.000016,477.683857,2.711388,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.065036,0.065036,0.250124,0.000026,479.834857,2.914278,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.036777,0.036777,0.248564,0.000010,474.887571,2.675831,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.098644,0.098644,0.252942,0.000022,482.477857,3.490734,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.059702,0.059702,0.249633,0.000016,478.644714,1.540473,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.047531,0.047531,0.249043,0.000016,477.101571,3.663074,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.074573,0.074573,0.250990,0.000027,482.116429,2.401253,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.011655,0.011655,0.247046,0.000006,469.880571,2.130733,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.039235,0.039235,0.248649,0.000011,475.825143,2.586779,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.008552,0.008552,0.246920,0.000004,469.046857,3.158857,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.000484,0.000484,0.246697,0.000138,468.185429,2.182767,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.036862,0.036862,0.248569,0.000010,474.887571,2.675831,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.051337,0.051337,0.249457,0.000014,478.502429,2.307935,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.091065,0.091065,0.252321,0.000027,481.964714,2.055456,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.069386,0.069386,0.250546,0.000031,480.346286,2.074285,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.020691,0.020691,0.247453,0.000011,470.815143,1.762417,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.093760,0.093760,0.252849,0.000045,482.245857,1.729157,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.084657,0.084657,0.251517,0.000027,482.081429,1.841257,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.002478,0.002478,0.246848,0.000019,468.823714,1.990853,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.081173,0.081173,0.251183,0.000026,481.966000,1.750833,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.091182,0.091182,0.252333,0.000027,481.964714,2.055456,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.054573,0.054573,0.249800,0.000015,479.110429,2.168002,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.085113,0.085113,0.251558,0.000027,482.086571,1.840945,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.095838,0.095838,0.253046,0.000046,481.995857,1.790326,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.049715,0.049715,0.249336,0.000022,477.660857,2.397406,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.096834,0.096834,0.253155,0.000046,482.062429,1.848154,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.084704,0.084704,0.251521,0.000027,482.081429,1.841257,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.003855,0.003855,0.246841,0.000003,468.755857,2.010251,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.005196,0.005196,0.246897,0.000003,468.894143,2.075316,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.092077,0.092077,0.252421,0.000027,482.012429,2.101969,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.010824,0.010824,0.247283,0.000005,470.109143,2.492291,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.030219,0.030219,0.248359,0.000014,473.602714,3.244999,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.050702,0.050702,0.249396,0.000014,477.768143,2.216777,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.017040,0.017040,0.247337,0.000010,470.513429,2.488452,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.015334,0.015334,0.247315,0.000008,470.485857,2.334787,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.042503,0.042503,0.248686,0.000016,475.425000,2.698958,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.049992,0.049992,0.249351,0.000014,477.761143,2.202097,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.006475,0.006475,0.247385,0.000004,469.807286,1.928472,0.000000,0.000000,0.000000,0.000000,0
500,25,0.150000,0.600000,1.000000,0.010000,0.000000,0.000000,0.016605,0.016605,0.247437,0.000008,470.628000,2.549490,0.000000,0.000000,0.000000,0.000000,0
